#Date/Time of Update: 2018-05-09 10:38:39 AM,#Player ID,#LastName,#FirstName,#Jersey Num,#Position,#Height,#Weight,#Birth Date,#Age,#Birth City,#Birth Country,#Rookie,#High School,#College,#Twitter,#Roster Status,#Draft,#Contract,#Shoots,#Catches,#Team ID,#Team Abbr.,#Team City,#Team Name,#Official Image URL
,5541,Alt,Mark,7,D,"6'4""",201,1991-10-17,26,"Kansas City, MO",USA,N,,,,ASSIGNED_MINORS,2010 by CAR with pick 23 in round 2 (53 overall),650000 salary starting in 2017 on a 1 year contract,R,null,22,COL,Colorado,Avalanche,https://nhl.bamcontent.com/images/headshots/current/168x168/8475729@2x.jpg
,4554,Alzner,Karl,22,D,"6'3""",217,1988-09-24,29,"Burnaby, BC",Canada,N,,,KarlAlzner,ASSIGNED_ROSTER,2007 by WSH with pick 5 in round 1 (5 overall),4000000 salary starting in 2017 on a 5 year contract,L,null,14,MTL,Montreal,Canadiens,https://nhl.bamcontent.com/images/headshots/current/168x168/8473991@2x.jpg
,12009,Amadio,Michael,52,C,"6'1""",204,1996-05-13,22,"Sault Ste. Marie, ON",Canada,N,,,,ASSIGNED_MINORS,2014 by LAK with pick 30 in round 3 (90 overall),650000 salary starting in 2017 on a 3 year contract,R,null,28,LAK,Los Angeles,Kings,https://nhl.bamcontent.com/images/headshots/current/168x168/8478020@2x.jpg
,12485,Anas,Sam,,C,"5'8""",154,1993-06-01,24,"Potomac, MD",USA,N,,,,ASSIGNED_OTHER,,700000 salary starting in 2017 on a 2 year contract,R,null,25,MIN,Minnesota,Wild,https://nhl.bamcontent.com/images/headshots/current/168x168/8479443@2x.jpg
,5109,Andersen,Frederik,31,G,"6'4""",230,1989-09-30,28,Herning,Denmark,N,,,f_andersen30,ASSIGNED_ROSTER,2012 by ANA with pick 26 in round 3 (87 overall),5000000 salary starting in 2017 on a 5 year contract,null,null,12,TOR,Toronto,Maple Leafs,https://nhl.bamcontent.com/images/headshots/current/168x168/8475883@2x.jpg
,5513,Anderson,Josh,77,RW,"6'3""",221,1994-05-07,24,"Burlington, ON",Canada,N,,,,ASSIGNED_ROSTER,2012 by CBJ with pick 4 in round 4 (95 overall),1600000 salary starting in 2017 on a 3 year contract,R,null,19,CBJ,Columbus,Blue Jackets,https://nhl.bamcontent.com/images/headshots/current/168x168/8476981@2x.jpg
,14435,Anderson,Joey,,RW,"5'11""",190,1998-06-18,19,"Roseville, MN",USA,Y,,,,ASSIGNED_MINORS,2016 by NJD with pick 12 in round 3 (73 overall),,R,null,7,NJD,New Jersey,Devils,
,757,Anderson,Craig,41,G,"6'2""",187,1981-05-21,37,"Park Ridge, IL",USA,N,,,CraigAnderson41,ASSIGNED_ROSTER,2001 by CHI with pick 10 in round 3 (73 overall),3100000 salary starting in 2017 on a 2 year contract,null,L,13,OTT,Ottawa,Senators,https://nhl.bamcontent.com/images/headshots/current/168x168/8467950@2x.jpg
,13622,Andersson,Lias,50,C,"5'9""",175,1971-05-20,47,Kungalv,Sweden,Y,,,,ASSIGNED_ROSTER,,832500 salary starting in 2017 on a 3 year contract,L,null,9,NYR,New York,Rangers,https://nhl.bamcontent.com/images/headshots/current/168x168/8480072@2x.jpg
,5647,Andersson,Rasmus,54,D,"6'1""",214,1996-10-27,21,Malmö,Sweden,N,,,,ASSIGNED_MINORS,2015 by CGY with pick 23 in round 2 (53 overall),775000 salary starting in 2017 on a 3 year contract,R,null,23,CGY,Calgary,Flames,https://nhl.bamcontent.com/images/headshots/current/168x168/8478397@2x.jpg
,5465,Andreoff,Andy,15,LW,"6'1""",203,1991-05-17,27,"Pickering, ON",Canada,N,,,andyandreoff,ASSIGNED_ROSTER,2011 by LAK with pick 19 in round 3 (80 overall),675000 salary starting in 2017 on a 2 year contract,L,null,28,LAK,Los Angeles,Kings,https://nhl.bamcontent.com/images/headshots/current/168x168/8476404@2x.jpg
,5494,Andrighetto,Sven,10,RW,"5'10""",188,1993-03-21,25,Zurich,Switzerland,N,,,Andrighetto25,ASSIGNED_ROSTER,2013 by MTL with pick 25 in round 3 (86 overall),1250000 salary starting in 2017 on a 2 year contract,L,null,22,COL,Colorado,Avalanche,https://nhl.bamcontent.com/images/headshots/current/168x168/8477413@2x.jpg
,14396,Angello,Anthony,,C,"6'5""",210,1996-03-05,22,"Albany, NY",USA,Y,,,,ASSIGNED_MINORS,2014 by PIT with pick 25 in round 5 (145 overall),,R,null,10,PIT,Pittsburgh,Penguins,
,4620,Anisimov,Artem,15,C,"6'4""",198,1988-05-24,29,Yaroslavl,Russia,N,,,,INJURY_LIST,2006 by NYR with pick 24 in round 2 (54 overall),5000000 salary starting in 2017 on a 5 year contract,L,null,20,CHI,Chicago,Blackhawks,https://nhl.bamcontent.com/images/headshots/current/168x168/8473573@2x.jpg
,13694,Antipin,Victor,93,D,"5'11""",175,1992-12-06,25,Ust-Kamenogorsk,Kazakhstan,Y,,,,ASSIGNED_ROSTER,,832500 salary starting in 2017 on a 1 year contract,L,null,15,BUF,Buffalo,Sabres,https://nhl.bamcontent.com/images/headshots/current/168x168/8479755@2x.jpg
,12262,Appleby,Kenneth,,G,"6'4""",205,1995-04-10,23,"North Bay, ON",Canada,N,,,,ASSIGNED_ROSTER,,,null,null,,,,
,13963,Appleby,Ken,55,G,"6'4""",210,1995-04-10,23,"North Bay, ON",Canada,N,,,,ASSIGNED_MINORS,,650000 salary starting in 2017 on a 3 year contract,null,L,7,NJD,New Jersey,Devils,https://nhl.bamcontent.com/images/headshots/current/168x168/8478965@2x.jpg
,5280,Archibald,Darren,49,RW,"6'3""",210,1990-02-08,28,"Newmarket, ON",Canada,N,,,,ASSIGNED_ROSTER,,650000 salary starting in 2017 on a 1 year contract,L,null,21,VAN,Vancouver,Canucks,https://nhl.bamcontent.com/images/headshots/current/168x168/8475423@2x.jpg
,5929,Archibald,Josh,45,RW,"5'10""",176,1992-10-06,25,"Regina, SK",Canada,N,,,,ASSIGNED_ROSTER,2011 by PIT with pick 23 in round 6 (174 overall),650000 salary starting in 2017 on a 2 year contract,R,null,30,ARI,Arizona,Coyotes,https://nhl.bamcontent.com/images/headshots/current/168x168/8476326@2x.jpg
,5505,Armia,Joel,40,RW,"6'3""",205,1993-05-31,24,Pori,Finland,N,,,,ASSIGNED_ROSTER,2011 by BUF with pick 16 in round 1 (16 overall),975000 salary starting in 2017 on a 2 year contract,R,null,2,WPJ,Winnipeg,Jets,https://nhl.bamcontent.com/images/headshots/current/168x168/8476469@2x.jpg
,5538,Arvidsson,Viktor,33,LW,"5'9""",180,1993-04-08,25,Skellefteå,Sweden,N,,,,ASSIGNED_ROSTER,2014 by NSH with pick 22 in round 4 (112 overall),4250000 salary starting in 2017 on a 7 year contract,R,null,18,NSH,Nashville,Predators,https://nhl.bamcontent.com/images/headshots/current/168x168/8478042@2x.jpg
,5086,Ashton,Carter,37,RW,"6'3""",215,1991-04-01,27,"Winnipeg, MB",Canada,N,,,c_ash15,ASSIGNED_OTHER,2009 by TBL with pick 29 in round 1 (29 overall),,L,null,1,TBL,Tampa Bay,Lightning,https://nhl.bamcontent.com/images/headshots/current/168x168/8475154@2x.jpg
,12287,Aston-Reese,Zachary,46,C,"6'0""",204,1994-08-10,23,"Staten Island, NY",USA,N,,,,ASSIGNED_OTHER,,832500 salary starting in 2017 on a 2 year contract,L,null,10,PIT,Pittsburgh,Penguins,https://nhl.bamcontent.com/images/headshots/current/168x168/8479944@2x.jpg
,5853,Athanasiou,Andreas,72,C,"6'2""",188,1994-08-06,23,"London, ON",Canada,N,,,AndreasA86,ASSIGNED_ROSTER,2012 by DET with pick 19 in round 4 (110 overall),1387500 salary starting in 2017 on a 1 year contract,L,null,16,DET,Detroit,Red Wings,https://nhl.bamcontent.com/images/headshots/current/168x168/8476960@2x.jpg
,5011,Atkinson,Cam,13,RW,"5'8""",179,1989-06-05,28,"Riverside, CT",USA,N,,,CamAtkinson13,ASSIGNED_ROSTER,2008 by CBJ with pick 6 in round 6 (157 overall),4500000 salary starting in 2017 on a 3 year contract,R,null,19,CBJ,Columbus,Blue Jackets,https://nhl.bamcontent.com/images/headshots/current/168x168/8474715@2x.jpg
,5160,Audy-Marchessault,Jonathan,36,C,,,,,,,N,,,,ASSIGNED_ROSTER,,,null,null,19,CBJ,Columbus,Blue Jackets,
,12049,Auger,Justin,79,RW,"6'6""",232,1994-05-14,24,"Kitchener, ON",Canada,N,,,,ASSIGNED_MINORS,2013 by LAK with pick 12 in round 4 (103 overall),650000 salary starting in 2017 on a 1 year contract,R,null,28,LAK,Los Angeles,Kings,https://nhl.bamcontent.com/images/headshots/current/168x168/8477428@2x.jpg
,10080,Auvitu,Yohann,81,D,"5'11""",187,1989-07-27,28,Ivry-sur-Seine,France,N,,,YohannAuvitu,ASSIGNED_ROSTER,,700000 salary starting in 2017 on a 1 year contract,L,null,24,EDM,Edmonton,Oilers,https://nhl.bamcontent.com/images/headshots/current/168x168/8479483@2x.jpg
,4922,Bachman,Richard,32,G,"5'10""",183,1987-07-25,30,"Salt Lake City, UT",USA,N,,,Bacher31,ASSIGNED_OTHER,2006 by DAL with pick 27 in round 4 (120 overall),650000 salary starting in 2017 on a 1 year contract,null,L,21,VAN,Vancouver,Canucks,https://nhl.bamcontent.com/images/headshots/current/168x168/8473614@2x.jpg
,4179,Backes,David,42,C,"6'3""",221,1984-05-01,34,"Minneapolis, MN",USA,N,,,dbackes42,ASSIGNED_ROSTER,2003 by STL with pick 32 in round 2 (62 overall),5000000 salary starting in 2017 on a 5 year contract,R,null,11,BOS,Boston,Bruins,https://nhl.bamcontent.com/images/headshots/current/168x168/8470655@2x.jpg
,4609,Backlund,Mikael,11,C,"6'1""",199,1989-03-17,29,Vasteras,Sweden,N,,,mbacklund11,ASSIGNED_ROSTER,2007 by CGY with pick 24 in round 1 (24 overall),3575000 salary starting in 2017 on a 3 year contract,L,null,23,CGY,Calgary,Flames,https://nhl.bamcontent.com/images/headshots/current/168x168/8474150@2x.jpg
,4264,Backstrom,Nicklas,19,C,"6'1""",210,1987-11-23,30,Gävle,Sweden,N,,,backstrom19,ASSIGNED_ROSTER,2006 by WSH with pick 4 in round 1 (4 overall),7500000 salary starting in 2017 on a 10 year contract,L,null,5,WSH,Washington,Capitals,https://nhl.bamcontent.com/images/headshots/current/168x168/8473563@2x.jpg
,4998,Baertschi,Sven,47,LW,"5'11""",192,1992-10-05,25,Bern,Switzerland,N,,,,ASSIGNED_ROSTER,2011 by CGY with pick 13 in round 1 (13 overall),2000000 salary starting in 2017 on a 2 year contract,L,null,21,VAN,Vancouver,Canucks,https://nhl.bamcontent.com/images/headshots/current/168x168/8476466@2x.jpg
,4527,Bailey,Joshua,12,LW,"6'1""",203,1989-10-02,28,"Bowmanville, ON",Canada,N,,,,ASSIGNED_ROSTER,2008 by NYI with pick 9 in round 1 (9 overall),4000000 salary starting in 2017 on a 5 year contract,L,null,8,NYI,New York,Islanders,https://nhl.bamcontent.com/images/headshots/current/168x168/8474573@2x.jpg
,5913,Bailey,Justin,95,RW,"6'4""",214,1995-07-01,22,"Buffalo, NY",USA,N,,,,ASSIGNED_MINORS,2013 by BUF with pick 22 in round 2 (52 overall),650000 salary starting in 2017 on a 3 year contract,R,null,15,BUF,Buffalo,Sabres,https://nhl.bamcontent.com/images/headshots/current/168x168/8477473@2x.jpg
,5744,Balcers,Rudolfs,,LW,"5'11""",165,1997-04-08,21,Liepaja,Latvia,N,,,,ASSIGNED_ROSTER,,650000 salary starting in 2017 on a 3 year contract,null,null,26,SJS,San Jose,Sharks,
,13877,Balisy,Chase,50,C,"5'11""",179,1992-02-02,26,"Fullerton, CA",USA,Y,,,,ASSIGNED_MINORS,2011 by NSH with pick 19 in round 6 (170 overall),650000 salary starting in 2017 on a 1 year contract,L,null,4,FLO,Florida,Panthers,https://nhl.bamcontent.com/images/headshots/current/168x168/8476322@2x.jpg
,10092,Baptiste,Nicholas,13,RW,"6'1""",205,1995-08-04,22,"Ottawa, ON",Canada,N,,,,ASSIGNED_ROSTER,2013 by BUF with pick 8 in round 3 (69 overall),750000 salary starting in 2017 on a 3 year contract,R,null,15,BUF,Buffalo,Sabres,https://nhl.bamcontent.com/images/headshots/current/168x168/8477491@2x.jpg
,11708,Barbashev,Ivan,49,C,"6'0""",187,1995-12-14,22,Moscow,Russia,N,,,,ASSIGNED_ROSTER,2014 by STL with pick 3 in round 2 (33 overall),,L,null,17,STL,St. Louis,Blues,https://nhl.bamcontent.com/images/headshots/current/168x168/8477964@2x.jpg
,11825,Barber,Riley,24,RW,"6'0""",190,1994-02-07,24,"Pittsburgh, PA",USA,N,,,,ASSIGNED_OTHER,2012 by WSH with pick 16 in round 6 (167 overall),650000 salary starting in 2017 on a 3 year contract,R,null,5,WSH,Washington,Capitals,https://nhl.bamcontent.com/images/headshots/current/168x168/8477003@2x.jpg
,5205,Barberio,Mark,44,D,"6'1""",207,1990-03-23,28,"Montreal, QC",Canada,N,,,,ASSIGNED_ROSTER,2008 by TBL with pick 1 in round 6 (152 overall),700000 salary starting in 2017 on a 2 year contract,L,null,22,COL,Colorado,Avalanche,https://nhl.bamcontent.com/images/headshots/current/168x168/8474717@2x.jpg
,5241,Barkov,Aleksander,16,C,"6'3""",213,1995-09-02,22,Tampere,Finland,N,,,Barkovsasha95,ASSIGNED_ROSTER,2013 by FLO with pick 2 in round 1 (2 overall),5250000 salary starting in 2017 on a 6 year contract,L,null,4,FLO,Florida,Panthers,https://nhl.bamcontent.com/images/headshots/current/168x168/8477493@2x.jpg
,5075,Barrie,Tyson,4,D,"5'10""",190,1991-07-26,26,"Victoria, BC",Canada,N,,,tysonbarrie,ASSIGNED_ROSTER,2009 by COL with pick 3 in round 3 (64 overall),5250000 salary starting in 2017 on a 4 year contract,R,null,22,COL,Colorado,Avalanche,https://nhl.bamcontent.com/images/headshots/current/168x168/8475197@2x.jpg
,14375,Barron,Travis,73,LW,"6'1""",200,1998-08-16,19,"Brampton, ON",Canada,N,,,,ASSIGNED_ROSTER,2016 by COL with pick 10 in round 7 (191 overall),,L,null,22,COL,Colorado,Avalanche,
,4936,Bartkowski,Matt,44,D,"6'1""",196,1988-06-04,29,"Pittsburgh, PA",USA,N,,,,ASSIGNED_ROSTER,2008 by FLO with pick 9 in round 7 (190 overall),612500 salary starting in 2017 on a 2 year contract,L,null,23,CGY,Calgary,Flames,https://nhl.bamcontent.com/images/headshots/current/168x168/8474749@2x.jpg
,5611,Barzal,Mathew,13,C,"6'0""",189,1997-05-26,20,"Coquitlam, BC",Canada,Y,,,Barzal_97,ASSIGNED_ROSTER,2015 by NYI with pick 16 in round 1 (16 overall),832500 salary starting in 2017 on a 3 year contract,R,null,8,NYI,New York,Islanders,https://nhl.bamcontent.com/images/headshots/current/168x168/8478445@2x.jpg
,4339,Bass,Cody,16,C,"6'0""",205,1987-01-07,31,"Owen sound, ON",Canada,N,,,,ASSIGNED_OTHER,2005 by OTT with pick 4 in round 4 (95 overall),,R,null,18,NSH,Nashville,Predators,https://nhl.bamcontent.com/images/headshots/current/168x168/8471760@2x.jpg
,5547,Baun,Kyle,39,RW,"6'2""",209,1992-05-04,26,"Toronto, ON",Canada,N,,,,ASSIGNED_MINORS,,650000 salary starting in 2017 on a 2 year contract,R,null,14,MTL,Montreal,Canadiens,https://nhl.bamcontent.com/images/headshots/current/168x168/8478393@2x.jpg
,4456,Beagle,Jay,83,C,"6'3""",218,1985-10-16,32,"Calgary, AB",Canada,N,,,,ASSIGNED_ROSTER,,1750000 salary starting in 2017 on a 3 year contract,R,null,5,WSH,Washington,Capitals,https://nhl.bamcontent.com/images/headshots/current/168x168/8474291@2x.jpg
,5719,Bear,Ethan,74,D,"5'11""",200,1997-06-25,20,"Regina, SK",Canada,Y,,,,ASSIGNED_ROSTER,,,null,null,24,EDM,Edmonton,Oilers,https://nhl.bamcontent.com/images/headshots/current/168x168/8478451@2x.jpg
,3703,Beauchemin,Francois,23,D,"5'11""",208,1980-06-04,37,"Sorel, QC",Canada,N,,,beauch32,ASSIGNED_ROSTER,,1000000 salary starting in 2017 on a 1 year contract,L,null,29,ANA,Anaheim,Ducks,https://nhl.bamcontent.com/images/headshots/current/168x168/8467400@2x.jpg
,5002,Beaulieu,Nathan,82,D,"6'2""",200,1992-12-05,25,"Strathroy, ON",Canada,N,,,natebeaulieu,ASSIGNED_ROSTER,2011 by MTL with pick 17 in round 1 (17 overall),2300000 salary starting in 2017 on a 2 year contract,L,null,15,BUF,Buffalo,Sabres,https://nhl.bamcontent.com/images/headshots/current/168x168/8476470@2x.jpg
,5623,Beauvillier,Anthony,72,LW,"5'11""",182,1997-06-08,20,"Sorel-Tracy, QC",Canada,N,,,titobeauvi21,ASSIGNED_ROSTER,2015 by NYI with pick 28 in round 1 (28 overall),832500 salary starting in 2017 on a 3 year contract,L,null,8,NYI,New York,Islanders,https://nhl.bamcontent.com/images/headshots/current/168x168/8478463@2x.jpg
,5790,Becker,Jack,,C,"6'3""",191,1997-06-23,20,"Duluth, MN",USA,N,,,,ASSIGNED_OTHER,,,null,null,11,BOS,Boston,Bruins,
,4459,Beleskey,Matt,39,LW,"6'0""",203,1988-06-06,29,"Windsor, ON",Canada,N,,,Matt_Beleskey,ASSIGNED_MINORS,2006 by ANA with pick 19 in round 4 (112 overall),4000000 salary starting in 2017 on a 5 year contract,L,null,9,NYR,New York,Rangers,https://nhl.bamcontent.com/images/headshots/current/168x168/8473492@2x.jpg
,5444,Bellemare,Pierre-Edouard,41,LW,"6'0""",198,1985-03-06,33,Le Blanc-Mesnil,France,N,,,bellsy78,ASSIGNED_ROSTER,,1450000 salary starting in 2017 on a 2 year contract,L,null,142,VGK,Vegas,Golden Knights,https://nhl.bamcontent.com/images/headshots/current/168x168/8477930@2x.jpg
,14389,Belpedio,Louis,47,D,"5'11""",193,1996-05-11,22,,,N,,,,ASSIGNED_ROSTER,2014 by MIN with pick 20 in round 3 (80 overall),,R,null,25,MIN,Minnesota,Wild,
,4707,Benn,Jamie,14,LW,"6'2""",209,1989-07-18,28,"Victoria, BC",Canada,N,,,jamiebenn14,ASSIGNED_ROSTER,2007 by DAL with pick 8 in round 5 (129 overall),5000000 salary starting in 2017 on a 8 year contract,L,null,27,DAL,Dallas,Stars,https://nhl.bamcontent.com/images/headshots/current/168x168/8473994@2x.jpg
,5059,Benn,Jordie,8,D,"6'2""",198,1987-07-26,30,"Victoria, BC",Canada,N,,,,ASSIGNED_ROSTER,,1100000 salary starting in 2017 on a 3 year contract,L,null,14,MTL,Montreal,Canadiens,https://nhl.bamcontent.com/images/headshots/current/168x168/8474818@2x.jpg
,5415,Bennett,Sam,93,C,"6'1""",200,1996-06-20,21,"Holland Landing, ON",Canada,N,,,SBennett93,ASSIGNED_ROSTER,2014 by CGY with pick 4 in round 1 (4 overall),1950000 salary starting in 2017 on a 2 year contract,L,null,23,CGY,Calgary,Flames,https://nhl.bamcontent.com/images/headshots/current/168x168/8477935@2x.jpg
,5169,Bennett,Beau,78,RW,"6'2""",195,1991-11-27,26,"Gardena, CA",USA,N,,,BeauBennett19,ASSIGNED_MINORS,2010 by PIT with pick 20 in round 1 (20 overall),,R,null,17,STL,St. Louis,Blues,https://nhl.bamcontent.com/images/headshots/current/168x168/8475761@2x.jpg
,10168,Benning,Matthew,83,D,"6'1""",204,1994-05-25,23,"Edmonton, AB",Canada,N,,,mbennzzzz,ASSIGNED_ROSTER,2012 by BOS with pick 24 in round 6 (175 overall),832500 salary starting in 2017 on a 2 year contract,R,null,24,EDM,Edmonton,Oilers,https://nhl.bamcontent.com/images/headshots/current/168x168/8476988@2x.jpg
,4958,Benoit,Andre,61,D,"5'11""",190,1984-01-06,34,"St. Albert, ON",Canada,N,,,ABenoit61,ASSIGNED_OTHER,,800000 salary starting in 2017 on a 1 year contract,L,null,19,CBJ,Columbus,Blue Jackets,https://nhl.bamcontent.com/images/headshots/current/168x168/8470378@2x.jpg
,78,Bergeron,Patrice,37,C,"6'1""",195,1985-07-24,32,"Ancienne-Lorette, QC",Canada,N,,,,ASSIGNED_ROSTER,2003 by BOS with pick 15 in round 2 (45 overall),8750000 salary starting in 2017 on a 8 year contract,R,null,11,BOS,Boston,Bruins,https://nhl.bamcontent.com/images/headshots/current/168x168/8470638@2x.jpg
,4545,Berglund,Patrik,21,C,"6'4""",219,1988-06-02,29,Västerås,Sweden,N,,,,ASSIGNED_ROSTER,2006 by STL with pick 25 in round 1 (25 overall),,L,null,17,STL,St. Louis,Blues,https://nhl.bamcontent.com/images/headshots/current/168x168/8473534@2x.jpg
,3758,Bernier,Steve,8,RW,"6'3""",224,1985-03-31,33,"Quebec City, QC",Canada,N,,,,ASSIGNED_MINORS,2003 by SJS with pick 16 in round 1 (16 overall),650000 salary starting in 2017 on a 2 year contract,R,null,8,NYI,New York,Islanders,https://nhl.bamcontent.com/images/headshots/current/168x168/8470609@2x.jpg
,4271,Bernier,Jonathan,45,G,"6'0""",184,1988-08-07,29,"Laval, QC",Canada,N,,,,ASSIGNED_ROSTER,2006 by LAK with pick 11 in round 1 (11 overall),2750000 salary starting in 2017 on a 1 year contract,null,L,22,COL,Colorado,Avalanche,https://nhl.bamcontent.com/images/headshots/current/168x168/8473541@2x.jpg
,5286,Berra,Reto,1,G,"6'4""",218,1987-01-03,31,Bulach,Switzerland,N,,,yogi20bear,ASSIGNED_MINORS,2006 by STL with pick 13 in round 4 (106 overall),700000 salary starting in 2017 on a 1 year contract,null,L,29,ANA,Anaheim,Ducks,https://nhl.bamcontent.com/images/headshots/current/168x168/8473499@2x.jpg
,5852,Bertschy,Christoph,47,C,"5'10""",187,1994-04-05,24,Fribourg,Switzerland,N,,,,ASSIGNED_MINORS,2012 by MIN with pick 7 in round 6 (158 overall),800000 salary starting in 2017 on a 3 year contract,R,null,25,MIN,Minnesota,Wild,https://nhl.bamcontent.com/images/headshots/current/168x168/8477006@2x.jpg
,10178,Bertuzzi,Tyler,59,LW,"6'0""",190,1995-02-24,23,"Sudbury, ON",Canada,N,,,,ASSIGNED_ROSTER,2013 by DET with pick 28 in round 2 (58 overall),625000 salary starting in 2017 on a 3 year contract,L,null,16,DET,Detroit,Red Wings,https://nhl.bamcontent.com/images/headshots/current/168x168/8477479@2x.jpg
,5404,Berube,Jean-Francois,34,G,"6'1""",177,1991-07-13,26,"Repentigny, QC",Canada,N,,,JRouby,ASSIGNED_MINORS,2009 by LAK with pick 4 in round 4 (95 overall),750000 salary starting in 2017 on a 2 year contract,null,L,20,CHI,Chicago,Blackhawks,https://nhl.bamcontent.com/images/headshots/current/168x168/8475234@2x.jpg
,11550,Bibeau,Antoine,30,G,"6'3""",213,1994-05-01,24,"Victoriaville, QC",Canada,N,,,BibeauAntoine01,ASSIGNED_MINORS,2013 by TOR with pick 21 in round 6 (172 overall),650000 salary starting in 2017 on a 1 year contract,null,L,26,SJS,San Jose,Sharks,https://nhl.bamcontent.com/images/headshots/current/168x168/8477312@2x.jpg
,5524,Biega,Alex,55,D,"5'10""",193,1988-04-04,30,"Montreal, QC",Canada,N,,,ABiega4,ASSIGNED_ROSTER,2006 by BUF with pick 24 in round 5 (147 overall),800000 salary starting in 2017 on a 2 year contract,R,null,21,VAN,Vancouver,Canucks,https://nhl.bamcontent.com/images/headshots/current/168x168/8473415@2x.jpg
,3821,Bieksa,Kevin,3,D,"6'1""",197,1981-06-16,36,"Grimsby, ON",Canada,N,,,kbieksa3,ASSIGNED_ROSTER,2001 by VAN with pick 20 in round 5 (151 overall),4000000 salary starting in 2017 on a 2 year contract,R,null,29,ANA,Anaheim,Ducks,https://nhl.bamcontent.com/images/headshots/current/168x168/8469598@2x.jpg
,5236,Bigras,Chris,3,D,"6'1""",190,1995-02-22,23,"Orillia, ON",Canada,N,,,,ASSIGNED_MINORS,2013 by COL with pick 2 in round 2 (32 overall),832500 salary starting in 2017 on a 3 year contract,L,null,22,COL,Colorado,Avalanche,https://nhl.bamcontent.com/images/headshots/current/168x168/8477453@2x.jpg
,5908,Binnington,Jordan,50,G,"6'1""",174,1993-07-11,24,"Richmond Hill, ON",Canada,N,,,binnnasty,ASSIGNED_MINORS,2011 by STL with pick 27 in round 3 (88 overall),,null,L,17,STL,St. Louis,Blues,https://nhl.bamcontent.com/images/headshots/current/168x168/8476412@2x.jpg
